label	x	y	z	classes	class_prob	sphere_scale	sphere_rotation	r	g	b
1358	3700.7522667232765	-678.8716270307696	-56.5338958622662	[20, 20, 20, 21, 22]	[0.110899245873107, 0.42675018624378047, 0.18298580001891768, 0.2780222051831795, 0.0013419827735245953]	[27.17608234644404, 26.758735536741757, 25.38750594363205]	[0.0, 0.0, -0.666695611490063]	0	255	0
1385	-2603.310389638217	-555.671109931799	-54.715033882971966	[20, 20, 20, 21]	[0.0034705689023892903, 0.7217463883289144, 0.2715650791393796, 0.0031123327285834347]	[25.477104816243752, 27.52895038220587, 28.458857236682984]	[0.0, 1.5707963267948966, 0.0]	0	255	0
1387	3889.738092713654	-550.1532484488239	-52.63246620066287	[20, 20, 20, 21, 22]	[0.020997566541637813, 0.7165660409340647, 0.05072768464584787, 0.20072755900682876, 0.010981064880418648]	[29.52835150627601, 25.546249588874076, 25.296215684168185]	[0.0, 0.0, -0.05243988310704234]	0	255	0
1396	2725.731431158119	-524.4701641003953	-62.473569810178766	[20, 20, 20, 21, 22]	[0.04044775238028327, 0.6136227854284382, 0.013920450684055962, 0.2586030946631504, 0.07340484572378755]	[29.153706256276983, 24.18433164209801, 28.35984096622429]	[1.5707963267948966, 0.0, -0.05152636375805645]	0	255	0
1400	-2624.319691654809	-529.8298252968798	-58.074835487214564	[20, 20, 20]	[0.05651239951620813, 0.8062370791329941, 0.13713473514017369]	[27.910108040888865, 26.610000931328813, 28.32375658420405]	[1.5707963267948966, 0.0, -0.4747154893422572]	0	255	0
1403	2374.1324648872283	-475.0223841264328	-63.63314465291397	[20, 20, 21, 22]	[0.8113896951072939, 0.12295223451749918, 0.02132026802778385, 0.044254031997115854]	[27.82852197947786, 30.822532287140042, 24.03161495462987]	[0.0, 0.0, -2.930059458189696]	0	255	0
1413	-2504.7701481421846	-449.48989278177396	-55.77314487046958	[20, 20, 21, 22]	[0.6185452315429708, 0.37811885042869736, 0.0022471881211379766, 0.0010419727327945455]	[29.615950759950596, 28.329725291792528, 26.766387209524858]	[0.0, 0.0, 0.0]	0	255	0
1414	2408.507993221267	-465.6881033871032	-54.1345261906168	[20, 20, 21, 22]	[0.804959264845328, 0.18565506103827567, 0.00686605760748576, 0.0016656003640162682]	[29.1358036738329, 24.811917178341517, 26.806410358018432]	[-1.2706827366314914, 0.26315025174381806, -2.576238215678218]	0	255	0
1419	3834.178798817345	-428.4237703396966	-52.72722197419676	[20, 20, 20, 21, 22]	[0.04811053778575398, 0.8172359617505369, 0.03786782324745391, 0.09382759814135211, 0.002958079005928632]	[30.62044486096928, 24.84231846787265, 27.36856818408235]	[-1.590261805734346, 0.0006203479116622032, 0.01874342575005624]	0	255	0
1422	-2540.310758009925	-418.85426106157183	-57.48669068493102	[20, 20]	[0.5011220271471245, 0.498245321587842]	[29.103685520517676, 29.94858700377464, 24.630473603683676]	[0.0, 0.0, 0.0]	0	255	0
1429	3410.092374521709	-410.9273008608088	-3.529908079987692	[20, 20, 21, 22]	[0.7126842606678232, 0.25722387939135877, 0.02327532423477249, 0.006527951081726079]	[31.48296824104655, 24.957732735211447, 26.44104857294083]	[-1.2607455126149165, 0.014427230798381895, 1.0972168007414425]	0	255	0
1432	-2473.040302015771	-374.4390855921456	-57.54851792186064	[20, 20, 20, 21]	[0.0011159115195308728, 0.7077182445038677, 0.2890974859308766, 0.0012754139384893305]	[25.258678070249566, 27.736887493463257, 29.197114412397013]	[-1.7071177726353137, -0.10878607492227182, 1.6589266919403935]	0	255	0
1449	-2482.2397197104983	-338.96625430519043	-60.325238112162296	[20, 20]	[0.7192472385212592, 0.2806438769823324]	[29.806308188379035, 24.17837865232641, 28.432489907455896]	[1.5707963267948966, 0.0, -0.08078824901326863]	0	255	0
1464	-2430.3583930365685	-290.4535829385409	-60.88538204807209	[20, 20, 20]	[0.07006697237740844, 0.7505544515443103, 0.17937207363037927]	[28.664446016447414, 27.468966010706453, 24.549842063773216]	[0.0026515279273623947, -0.014408724474161801, 0.7022550070245981]	0	255	0
1491	-2090.893212823523	-229.6004575444449	-46.66851276870602	[20, 20]	[0.8682132987602621, 0.13094492965259588]	[29.241136522545084, 27.57504897806904, 27.25982609662594]	[0.0, 0.0, -0.6018655499907152]	0	255	0
1501	-2015.468951853756	-191.30602016076318	-47.934309795158846	[20, 20, 21, 22]	[0.47293863466285724, 0.44447149550121895, 0.046411605917201754, 0.03617401935399643]	[28.19874304785514, 26.271757296711463, 28.17705013106184]	[0.0, 1.5707963267948966, 0.0]	0	255	0
1515	-2116.029003977908	-151.7261924522527	-57.34313448712335	[20, 20, 20, 21]	[0.0011359858037463342, 0.7383549711833652, 0.2579326670304594, 0.002438551564357345]	[24.989855893562673, 30.89361251089769, 28.95479348446346]	[-1.6242383485942786, 0.13951110487201268, 1.6824125574752524]	0	255	0
1533	2234.835099838608	-90.02341291393213	-44.998676855937774	[20, 20]	[0.6744820622610681, 0.3239627394875382]	[29.629694080013877, 26.843442158145066, 27.591853439181243]	[1.5707963267948966, 0.0, -0.3237018300478349]	0	255	0
1546	-2126.1131470983773	-58.55866881171778	-62.410619068505916	[20, 20, 20]	[0.03640925438121838, 0.5691975688835671, 0.39436152034941246]	[24.426002979996312, 30.086224713698343, 29.491220791165965]	[0.0, 1.5707963267948966, 0.0]	0	255	0
1553	-1722.1767524089328	-44.11942321221795	-43.75889584763848	[20, 20, 20]	[0.009555507978765532, 0.5865950976476497, 0.4038055164368145]	[28.061024165201147, 26.763982714633713, 29.229165633155738]	[0.0, 0.0, 0.0]	0	255	0
1626	-314.8547020138594	-4042.3530308771165	-48.91713473317619	[20, 20, 20, 21, 22]	[0.0034181216417001046, 0.7179694022437743, 0.006192060681853713, 0.2643793965495397, 0.00804101025198557]	[28.857080186006947, 26.6232266922243, 25.946804265270337]	[0.0, 0.0, -0.48467551499643324]	0	255	0
1954	-1843.591444326058	-3411.234689158118	-59.864666948768814	[20, 20, 20, 21]	[0.31256970915885746, 0.6657751883951705, 0.017474357837326704, 0.004118496028877593]	[25.003695253037435, 28.209745902637287, 28.958565567201767]	[0.0, 1.5707963267948966, 0.0]	0	255	0
1985	-1762.4528557831482	-3341.654183454007	-56.37682693387457	[20, 20, 21, 22]	[0.5936379191946245, 0.37116599720801785, 0.03347706926531649, 0.001635387684140605]	[25.93606421558742, 30.887211497824126, 28.030918246309255]	[0.0, 1.5707963267948966, 0.0]	0	255	0
1995	59.59887122405826	-3321.970000757512	-41.66203495096488	[20, 20, 20, 21, 22]	[0.034344698563916684, 0.7242713517618247, 0.2235638398890443, 0.01506629953947923, 0.0027537990538675653]	[29.19961309264784, 26.47512445346829, 27.138983402267506]	[0.0, 1.5707963267948966, 0.0]	0	255	0
2048	7.229408595438144	-3214.9970035810516	-60.335610197041376	[20, 20, 20, 21, 22]	[0.15378427594102403, 0.5129655012965166, 0.09451119122940099, 0.23428259635979673, 0.004452935428713785]	[26.44703730216663, 24.709255933429866, 28.360536309008925]	[1.5707963267948966, 0.0, -0.011055009083801132]	0	255	0
2081	-1671.9226466974092	-3129.5923212984885	-56.82561419967407	[20, 20, 21, 22]	[0.41525549743079865, 0.2207740177185293, 0.34580160208895316, 0.017543104824372265]	[24.772991400794623, 27.45060120302578, 29.121981339557358]	[-1.637054061780369, -0.011753580486273535, 1.6945248310769998]	0	255	0
2083	-1877.4809898109452	-3153.3499106029253	-61.00220882949767	[20, 20, 20, 21]	[0.04868625613499198, 0.7533799046421789, 0.14970495044751556, 0.04756898592342682]	[27.509003145363614, 28.80821316434717, 24.714510672167986]	[-0.21657311703791365, 0.019624493648534833, -2.9564825721934715]	0	255	0
2094	239.34633103520218	-3142.9525090379407	-61.35475045336567	[20, 20, 20, 21]	[0.38578602342166, 0.5755596751310081, 0.02160339028317368, 0.01699952529814862]	[25.93382851733005, 26.881234520879225, 26.19565588211261]	[0.0, 1.5707963267948966, 0.0]	0	255	0
2111	-2392.924692339405	-3057.919105260974	-57.99866262108388	[20, 20, 20, 21, 22]	[0.0016760354671875213, 0.6022179049296799, 0.2997360638984941, 0.09105590000550978, 0.005314095698999365]	[32.406806230131494, 25.284216830094962, 31.147748661425883]	[1.5707963267948966, 0.0, -0.03300212103284561]	0	255	0
2123	-2725.3819953396464	-3081.2761902100533	-60.12317685661135	[20, 20, 21]	[0.9915515718754018, 0.002123093079167271, 0.00535952845301221]	[30.854479397546925, 28.116543268333025, 24.834708445048058]	[-0.060732909224391514, 0.01999396369653395, -1.0318946144679497]	0	255	0
2124	-2798.389574046732	-3046.6913847977908	-59.326693165469614	[20, 20, 20]	[0.029805581932786526, 0.6018811331429429, 0.3676953843502012]	[25.691527441699996, 28.47095795941634, 28.180148733806117]	[-1.6723059703896983, 0.5365789510064282, -1.3200886583359193]	0	255	0
2138	-2312.5368346609944	-3002.839945884287	-58.849673424115444	[20, 20, 20]	[0.014062506177479088, 0.9823318539142464, 0.0026411388093487633]	[25.251666912845174, 30.909323735227854, 31.07777754354193]	[-1.738926433411795, -0.3204264493236325, 1.6411942086796172]	0	255	0
2139	-1936.9242203027889	-3080.0559007352367	-54.99912482911492	[20, 20, 20, 21]	[0.0053724148966076595, 0.9490259599417175, 0.03379465801712521, 0.011534495740926477]	[25.388291024186948, 30.85540619765822, 33.27215881516865]	[-1.6038363397946331, -0.012122582821895574, 1.7767685644919473]	0	255	0
2145	-2571.502761966906	-3011.399427499976	-59.416495035162036	[20, 20, 20, 21]	[0.07461046879864558, 0.838952492626196, 0.06733142524474288, 0.019018462115473346]	[30.619771197056636, 30.41728542319373, 25.108937975348933]	[-0.13511728497175204, 0.0027237569198898326, -0.6845004344199228]	0	255	0
2167	-2787.3791103124986	-2952.540395568126	-60.53463146160432	[20, 20, 20, 21, 22]	[0.015634132712208475, 0.5775551886427223, 0.37400153956392646, 0.029698083383073646, 0.0031110451352935066]	[34.093957229429314, 32.928329380470025, 25.10487633772218]	[0.0, 0.0, 0.0]	0	255	0
2170	-3044.7712099896053	-2963.9515826503803	-50.56256653940949	[20, 20, 20, 21, 22]	[0.07737771197029421, 0.8169305156893569, 0.023898067209949678, 0.05752517642705835, 0.02426851452889147]	[30.910597173438287, 28.398442748405483, 28.718976395960617]	[0.0, 0.0, -0.7196298763724013]	0	255	0
2186	380.59597635864293	-2909.296176372529	-58.915058621320185	[20, 20, 20, 21]	[0.1385840243506371, 0.7935086915861013, 0.03846215609846277, 0.02940162581014278]	[26.413098283917805, 28.7044165714292, 29.086289030911658]	[0.0, 1.5707963267948966, 0.0]	0	255	0
2190	-2358.3794964775207	-2970.796979769353	-59.071736553789854	[20, 20, 20]	[0.33392483341459867, 0.6552100518862697, 0.01007366740234093]	[25.71154019691907, 29.527753639381515, 29.46532951152928]	[0.0, 1.5707963267948966, 0.0]	0	255	0
2222	338.66723748589493	-2864.106526438557	-64.95843549240212	[20, 20, 20, 21]	[0.21850987066211378, 0.7679268019143797, 0.008982444942327425, 0.004558296456616484]	[29.794465836238125, 26.851467908187935, 24.488522929984786]	[0.014789376205408844, -0.04141511063623371, 0.31289032459364907]	0	255	0
2236	-675.5256150976215	-2838.69620312353	-59.936805977913174	[20, 20, 20]	[0.0029681537762722672, 0.5408655415074043, 0.4560673045024009]	[30.341099016861, 27.69754015266159, 24.45732700763748]	[0.0, 0.0, -0.5932538132856695]	0	255	0
2251	796.5168909848976	-2818.28921280602	-64.08068432268192	[20, 20, 20, 21]	[0.0025654378178937396, 0.8806075818068692, 0.09927080078468684, 0.017378603201304816]	[34.86987561926258, 24.4641622038789, 27.62892797137222]	[1.5707963267948966, 0.0, -0.041336512883764984]	0	255	0
2252	1029.4022866247874	-2816.3671462957636	-61.25455129700542	[20, 20, 20, 21, 22]	[0.10259283968680591, 0.48369154731551495, 0.09179494998680347, 0.3183801150953263, 0.003540539550202414]	[27.499926331452848, 27.31252993483939, 25.790825136038798]	[0.0, 0.0, 0.0]	0	255	0
2282	1138.4926158523153	-2779.328200443014	-58.47002217324622	[20, 20, 20, 21]	[0.1458199989546447, 0.708731433983318, 0.1376433372227716, 0.007405850989766482]	[28.74294970109981, 27.226227650487974, 25.37876736545813]	[-0.8037550469461215, 0.02042015079723477, 0.1797682639719965]	0	255	0
2285	-3141.6267430622615	-2788.8564229103285	-57.11936405088067	[20, 20, 20, 21]	[0.0038816608026160534, 0.7251632196259409, 0.2691404629416836, 0.00179010412221697]	[30.285914392411378, 28.531578022439422, 26.656972591985806]	[-0.24359572094312779, 0.0352082196922606, -0.2878695836427791]	0	255	0
2294	-399.09956997848167	-2758.5546511883576	-52.38436918330812	[20, 20, 21, 22]	[0.6480462976458327, 0.16893669609053205, 0.032849331569639026, 0.1498556784038132]	[35.80785723045155, 27.407516542756525, 26.246603256887628]	[0.10987267978848576, -0.17421519386569287, 0.4756801936482858]	0	255	0
2316	1788.060151971477	-2745.8655947072557	-54.79187094664915	[20, 20, 21, 22]	[0.6810276267963352, 0.10432665351496345, 0.2121056658456994, 0.001875285075758385]	[28.809159189017592, 25.358631554216352, 27.428867778534233]	[1.5707963267948966, 0.0, -0.1603495146786602]	0	255	0
2342	-3072.549251308419	-2697.1434174566457	-59.99692327485278	[20, 20, 20, 21]	[0.011635060683667188, 0.808145921422179, 0.16607860075412706, 0.013932128131696952]	[29.710769017844044, 24.893120325894067, 30.24836219914489]	[1.5707963267948966, 0.0, -0.03709043648430827]	0	255	0
2343	1545.6938828788511	-2694.6157937194357	-39.36939147439972	[20, 20, 20, 21]	[0.3276918117536363, 0.643439588065358, 0.0010687984179404944, 0.02722753369440686]	[29.910147735094267, 26.94700533711044, 29.791612607546696]	[1.5707963267948966, 0.0, -0.5420424892616824]	0	255	0
2350	1269.1079091991282	-2677.540506395898	-57.70593492648751	[20, 20, 20, 21]	[0.02902807626671035, 0.8566261778561375, 0.11308474649382824, 0.0012286019983973832]	[25.067607814212863, 28.89422999078198, 28.146203162393263]	[-1.7750730955551883, 0.14623718695494067, 1.7051304746144809]	0	255	0
2353	1590.3325872928867	-2671.390384971388	-62.712186938360205	[20, 20, 21, 22]	[0.5123896484670147, 0.16225458123633063, 0.2920916169102747, 0.03325213655799639]	[31.633343163581365, 28.159435312829302, 23.702525256519063]	[0.0, 0.0, -0.1895654701020108]	0	255	0
2357	557.3719053368045	-2679.8686377335007	-56.97501724484927	[20, 20, 21, 22]	[0.6940433866614893, 0.2793163187855947, 0.022332802382182805, 0.0043063813208105576]	[25.024735619200758, 29.636546283492315, 29.0107357120609]	[0.0, 1.5707963267948966, 0.0]	0	255	0
2375	-2902.8555639916476	-2614.8628485515032	-22.094024916763345	[20, 20, 20, 21]	[0.01029068617029884, 0.7972747251129245, 0.19136358254175845, 0.0010415833260797262]	[25.42079338839448, 27.737011828682263, 31.113004592588727]	[0.2123460085578883, 0.15878600353490366, 2.135964360253377]	0	255	0
2461	-3305.1261754160005	-2411.1195685838074	-58.591615947833034	[20, 20, 20, 21]	[0.30895486283473583, 0.636045323740636, 0.04621420178119395, 0.008537431255353688]	[27.809668640719394, 28.322477699474327, 25.390045076426873]	[-0.025730650762358847, 0.0014122023080179037, -2.8809179707922943]	0	255	0
2475	2535.8752973435016	-2380.116586665945	-55.028061657944754	[20, 20, 20, 21, 22]	[0.007170964141837949, 0.6741985650662746, 0.024426643137701286, 0.24684149727367033, 0.04736058695306772]	[27.490932547425405, 25.90422737969432, 28.013057153666203]	[0.0, 1.5707963267948966, 0.0]	0	255	0
2496	399.6058929683827	-2344.849908117832	-58.72599250459199	[20, 20, 20, 21, 22]	[0.22336789954556452, 0.5078124687349389, 0.008978483245561204, 0.25383568688488395, 0.0059512418088709775]	[26.467729961481947, 27.674376557808596, 25.695133735654554]	[0.0, 0.0, -2.7164838979489287]	0	255	0
2507	-3415.998873550633	-2325.984134037929	-46.997872854437524	[20, 20, 21, 22]	[0.6753707314412558, 0.002027240086414297, 0.31677451950098856, 0.005695813491102268]	[32.36644342764387, 29.5500210781412, 28.750365039774728]	[-0.5724188208084384, 0.07154689729214378, 0.9328156363312192]	0	255	0
2514	-1083.4886794179129	-2302.374623253695	-60.643711090715804	[20, 20, 20, 21, 22]	[0.21733165586649966, 0.5866143227978077, 0.003297758686377685, 0.1875278800926484, 0.005086962368596684]	[28.14247571979918, 26.691041547046837, 24.97182527342074]	[0.0, 0.0, -0.6937316577085225]	0	255	0
2534	-3214.5971782589313	-2243.8274576937783	-47.788017897043474	[20, 20, 20, 21]	[0.028537217734533687, 0.9054846199916664, 0.05826048643047116, 0.007469530501981456]	[34.72865201128455, 27.013267761484208, 29.003233470974678]	[-0.608145835601552, 0.5408047037614716, -2.0685643198689774]	0	255	0
2540	-3441.4185848310062	-2246.269095031494	-55.55553427044508	[20, 20, 20]	[0.014026107446817256, 0.5740145867593458, 0.4117095324848931]	[26.30888976440342, 29.80153473862861, 28.83991100698929]	[0.0, 1.5707963267948966, 0.0]	0	255	0
2570	-788.9239765827888	-2204.5685361415867	-6.712578001922367	[20, 20, 20, 21]	[0.3634256611278988, 0.47884110752087505, 0.0852764934912775, 0.07193302217955978]	[29.861825576841582, 27.37390637178366, 29.786792573031892]	[0.0, 0.0, 0.0]	0	255	0
2602	1569.0657161926151	-2128.943515754585	-55.323785457385355	[20, 20, 20, 21]	[0.012313748237460878, 0.5174266419909358, 0.464996802707071, 0.004692467627804742]	[26.084011555263263, 27.22644228928465, 28.20784650789927]	[1.5707963267948966, 0.0, -2.823375069226273]	0	255	0
2612	-567.8541605505293	-2076.102929315368	-44.2045340681967	[20, 20, 20, 21, 22]	[0.0012387796289066463, 0.6979527504487503, 0.07338971684701472, 0.1899961800862979, 0.03742257291082892]	[28.536768576883922, 26.537263165476983, 29.238439879983837]	[0.0, 0.0, -0.6704654157672945]	0	255	0
2639	1564.0403961138104	-2054.528022349901	-58.5696518603543	[20, 20, 20, 21]	[0.20547721988354803, 0.6984923404907968, 0.06388819613893701, 0.03190086473188824]	[27.46626668549899, 26.374837520812413, 25.195546730738748]	[-0.3353352415099009, 0.08170597646928536, -1.298122719877233]	0	255	0
2643	1352.8048910651983	-2041.379980361225	-24.826302456225875	[20, 20, 20, 21, 22]	[0.0810028709386549, 0.8446939583122778, 0.059184999151515115, 0.013825112014232055, 0.0012882631191678832]	[25.171191431182407, 29.488012357012057, 27.141894306951013]	[1.5707963267948966, 0.0, -2.557086744332987]	0	255	0
2646	1079.9811367899879	-2016.602837667851	-58.79647306666579	[20, 20, 20, 21, 22]	[0.00784026092112334, 0.9189890362730779, 0.034491197696022276, 0.03724506508880944, 0.0014344398896335964]	[27.271292068687092, 28.65093068156952, 26.256728771012575]	[0.0, 0.0, -2.8709001311608646]	0	255	0
